Name	Reactants
rule0934	Any;Any;Any;WATER
rule0935	Any;H2O2
rule0936	Any
rule0937	Any;Any
rule0938	Any;WATER
rule0939	Any;H2O2
rule0940	Any;CO2;H2O2
rule0941	Any;O2
rule0942	Any;WATER
rule0943	Any;Any
rule0944	NADH_CoF;Any;O2
rule0945	Any;Oxidized-Factor-F420_CoF
rule0946	Reduced-Factor-F420_CoF;Any
rule0947	Any;NH3
rule0948	Any
rule0949	Any;SULFATE
rule0950	Any
rule0951	Any;NADH_CoF;O2
rule0952	Any;Any
rule0953	Any;WATER
rule0954	Any;PPI
rule0955	Any
rule0956	NAD_CoF;Any;WATER;WATER
rule0957	NAD_CoF;Any;WATER;WATER
rule0958	Any;NAD_CoF;Any;WATER
rule0959	Any;NADH_CoF;O2
rule0960	Any;H2O2
rule0961	Any;O2
rule0962	Any;H2O2
rule0963	Any;O2
rule0964	Any;WATER;Any
rule0965	Any;Any
rule0966	Any;Any;SULFITE
rule0967	Any;Any;Any
rule0968	Any;WATER
rule0969	Any;O2
rule0970	Any
rule0971	Any;PPI
rule0972	Any;Any;O2
rule0973	Any;Any
rule0974	Any;METHYL_ACCEPTOR_CoF
rule0975	NAD_CoF;Any;WATER;SULFITE
rule0976	Any;NADH_CoF;O2
rule0977	Any
rule0978	Any;Ubiquinols_CoF
rule0979	Any;Any
rule0980	Any;Any
rule0981	Any;Any;Any;CO2
rule0982	Any;Any;O2
rule0983	Any;O2
rule0984	Any
rule0985	Any;O2
rule0986	Any
rule0987	Any;WATER
rule0988	Any
rule0989	Any;Any;WATER
rule0990	Any;Any
rule0991	Any;Any
rule0992	Any
rule0993	Any;Any;Any;Any
rule0994	Any;WATER;WATER
rule0995	Any;NAD_CoF;CO2
rule0996	NADH_CoF;Any
rule0997	Any;Any
rule0998	Any;Any;WATER
rule0999	Any;Any
rule1000	Any;Any
rule1001	Any
rule1002	NAD_CoF;CO2;NH3;Any
rule1003	NADH_CoF;Any;O2
rule1004	Any;NAD_CoF;WATER
rule1005	Any;NADH_CoF;O2
rule1006	Any;Any;CO2;WATER
rule1007	Any;Any;O2
rule1008	NADH_CoF;Any
rule1009	Any;NADH_CoF
rule1010	HCl;Any;NAD_CoF
rule1011	Any;NADH_CoF;Any
rule1012	Any;NAD_CoF;WATER
rule1013	NADH_CoF;Any
rule1014	NAD_CoF;Any
rule1015	Any;Any;Any
rule1016	Any;Any
rule1017	Any;Any
rule1018	Any;Any
rule1019	Any;FADH2_CoF;Any
rule1020	CoA;Any
rule1021	Any;Any
rule1022	Any;PPI
rule1023	Any;Any
rule1024	Any;HF
rule1025	Any;Any
rule1026	Any;Pi
rule1027	Any;Any
rule1028	Any;Any
rule1029	Any;Any
rule1030	Any;Any
rule1031	Any;Any
rule1032	Any;WATER
rule1033	Any;WATER
rule1034	Any
rule1035	Any;PPI
rule1036	Any
rule1037	Any;NH3;NH3
rule1038	Any;WATER
rule1039	Any;Any
rule1040	Any
rule1041	Any
rule1042	Any
rule1043	Any
rule1044	NADH_CoF;Any
rule1045	Any;NAD_CoF
rule1046	NAD_CoF;WATER;Any
rule1047	CoA;PHOSPHATE_DONOR_CoF;Any
rule1048	ACETYL-COA;Any;PHOSPHATE_ACCEPTOR_CoF;Pi
rule1049	Any;Any
rule1050	Any;PPI
rule1051	Any;CO2
rule1052	Any
rule1053	Any;CoA;NAD_CoF
rule1054	Any;NADH_CoF
rule1055	Any;Any
rule1056	Any;Any;WATER
rule1057	Pi;Any
rule1058	Any;PHOSPHATE_ACCEPTOR_CoF;Pi
rule1059	Any;CO2;PHOSPHATE_DONOR_CoF
rule1060	WATER;Any
rule1061	Any;H2O2
rule1062	Any;HF
rule1063	WATER;Any
rule1064	Any;O2
rule1065	Any
rule1066	Any;Any
rule1067	Any
rule1068	Any;Any
rule1069	WATER;Any
rule1070	Any;SULFATE_ACCEPTOR_CoF
rule1071	Any;SULFATE_DONOR_CoF
rule1072	HCN;Any
rule1073	Any;Any
rule1074	Any
rule1075	Any;WATER;WATER;Pi
rule1076	Any;Any
rule1077	Any;Any
rule1078	HCN;Any
rule1079	Any;Pi
rule1080	Any
rule1081	Any;NAD_CoF;WATER
rule1082	Any;NADH_CoF
rule1083	Any;Any;H2O2
rule1084	Any;WATER;O2
rule1085	Any;WATER
rule1086	Pi;Any;PYROPHOSPHATE_ACCEPTOR_CoF
rule1087	PYROPHOSPHATE_DONOR_CoF;Any;WATER
rule1088	Any;Any
rule1089	Any;Pi
rule1090	Any;WATER
rule1091	Any;Any;WATER
rule1092	Pi;Any
rule1093	CO;Any
rule1094	Any;O2
rule1095	CO;Any;Any
rule1096	Any;O2
rule1097	Any
rule1098	Any
rule1099	Any;Any
rule1100	Any
rule1101	Any;PPI;Any
rule1102	Any;WATER
rule1103	Any;PPI;PRENYL_ACCEPTOR_CoF
rule1104	Any;PRENYL_DONOR_CoF;Any
rule1105	Any;CO2;Any;O2
rule1106	Any;WATER;Any
rule1107	Any;PPI
rule1108	Any;WATER
rule1109	NAD_CoF;Any
rule1110	NADH_CoF;Any
rule1111	METHYL_DONOR_CoF;Any
rule1112	Any
rule1113	Any;Any;Any
rule1114	Any;PPI;PPI
rule1115	Any;CO2;Ubiquinols_CoF
rule1116	Any;WATER;Ubiquinones_CoF
rule1117	CoA;Any;CO2
rule1118	ACETYL-COA;Any
rule1119	NAD_CoF;Any
rule1120	NADH_CoF;Any;O2
rule1121	Any;SULFITE
rule1122	Any
rule1123	Any;Any
rule1124	HCl;Any
rule1125	Any;HF
rule1126	Any;WATER
rule1127	Any;WATER
rule1128	Any
rule1129	Any;PPI
rule1130	Any;WATER
rule1131	Any;Any
rule1132	Any;Any
rule1133	Any;Any
rule1134	Any;CO2
rule1135	NH3;Any
rule1136	Any;WATER
rule1137	Any;Any
rule1138	Any;Any
rule1139	Any;PPI
rule1140	Any;WATER
rule1141	Any
rule1142	Any
rule1143	CO2;Any
rule1144	Any
rule1145	Any;CO2;Any
rule1146	Any;Any;O2
rule1147	Any;Any
rule1148	Any;WATER
rule1149	Any;Any
rule1150	Any;Any
rule1151	Any;Any
rule1152	Any;Any
rule1153	Any
rule1154	Any;WATER
rule1155	Any;Any;WATER
rule1156	Any;PHOSPHATE_ACCEPTOR_CoF
rule1157	Any;PHOSPHATE_DONOR_CoF
rule1158	NADH_CoF;Any
rule1159	Any;PPI
rule1160	Any;PHOSPHATE_ACCEPTOR_CoF;Pi
rule1161	Any;NH3;PHOSPHATE_DONOR_CoF
rule1162	Any;Any
rule1163	Any;Any
rule1164	Any;WATER
rule1165	Any;H2O2
rule1166	Any;Any;WATER;WATER
rule1167	WATER;Any
rule1168	Any;H2O2
rule1169	Any;Any;NAD_CoF
rule1170	Any;NADH_CoF
rule1171	Any;CO2;Any;Any
rule1172	Any;Any;O2
rule1173	WATER;Any
rule1174	Any;H2O2
rule1175	Any;Any;Any;Any
rule1176	Any;Any;O2
rule1177	Any;NH3;Any
rule1178	Any;WATER
rule1179	Any;NADH_CoF
rule1180	Any;CO2
rule1181	Any;WATER
rule1182	Any;METHYL_ACCEPTOR_CoF
rule1183	Any;METHYL_DONOR_CoF
rule1184	Any;Any
rule1185	Any;Any
rule1186	Any;H2O2
rule1187	Any;O2
rule1188	Any
rule1189	Any
rule1190	Any;PPI
rule1191	Any
rule1192	Any;O2
rule1193	Any
rule1194	Any;PPI
rule1195	Any;WATER
rule1196	Any;Any
rule1197	Any;CO2;NH3;H2O2
rule1198	Any;WATER;O2
rule1199	Any;PPI
rule1200	Any
rule1201	Any;NADH_CoF;Any
rule1202	NAD_CoF;Any;WATER;WATER
rule1203	WATER;Any
rule1204	Any
rule1205	Any;NAD_CoF;Any;WATER
rule1206	Any;NADH_CoF;O2
rule1207	NAD_CoF;Any
rule1208	Any;NADH_CoF;O2
rule1209	Any;O2
rule1210	Any
rule1211	Any;Any;CO2;SULFITE
rule1212	Any;Any;O2
rule1213	Any;NADH_CoF;NADH_CoF
rule1214	Any;NAD_CoF;NAD_CoF
rule1215	Any;PHOSPHATE_ACCEPTOR_CoF
rule1216	Any;WATER;PHOSPHATE_DONOR_CoF
rule1217	Any;Pi
rule1218	Any;Any
rule1219	Any;Any;WATER
rule1220	Any;PPI;Pi
rule1221	PPI;Any
rule1222	SULFATE;Any
rule1223	Any;CO2;NH3
rule1224	Any;WATER
