SMILES,ID
COc1ccc([C@@H]2Oc3cc4c(c(O)c3[C@@H]2C(O)(CC(=O)O)c2ccc(O)cc2O)C(=O)C[C@@H](c2ccc(O)cc2)O4)cc1,pkc0002810
COC(=O)[C@H](OC(C)=O)[C@H]1C(C)(C)[C@H](OC(C)=O)C2CC3=C4CC(=O)O[C@@H](c5ccoc5)[C@]4(C)CCC3[C@@]1(C)C2O,pkc0002811
COc1cc(O)ccc1CCC(c1ccc(O)cc1)c1c(O)cc(O)c(CCC(=O)c2ccc(O)cc2)c1O,pkc0002812
NC1C=C(O)C=C(O)C1C(=O)[C@@H]1[C@@H](c2ccc(O)cc2)O[C@@H](c2ccc(O)cc2)[C@H]1C(=O)c1ccc(O)cc1O,pkc0002813
COc1cc2c3cc1Oc1c(cccc1OC)CC1c4c(cc(O)c(OC)c4OC(C=O)=CC=CC(=O)CC3N(C)CC2)CCN1C,pkc0002814
C/C=C1/CN2CC[C@@]34c5cccc(O)c5N(C)C3C2C[C@@H]1C4C(=O)OC,pkc0002815
C/C(C=C/C=C(\C)CCC(O)C(C)(C)O)=C\CC/C=C(\C)CC/C=C(\C)CCC(O)C(C)(C)O,pkc0002816
COc1cc2c(OC)c3ccoc3nc2cc1OCC(OP(=O)(O)O)C(C)(C)O,pkc0002817
CC(C)=CCCC(C)=CC(O)C1=Cc2c(O)c3c(c(CC=C(C)C)c2OC1O)O[C@]12C(=C[C@H]4C[C@H]1C(C)(C)O[C@@]2(C/C=C(/C)C(=O)O)C4=O)C3=O,pkc0002818
COc1c#cc(-c2oc3cc(OC)c(OC)c(O)c3c(=O)c2OC)cc1,pkc0002819
CC(=O)O[C@H]1C[C@@]2(C)[C@@H]3C[C@@H](O)[C@H]4[C@H](C)C(=O)C=C[C@@]45C[C@@]35CC[C@]2(C)[C@H]1C(C)CO,pkc0002820
COC1=CC23CC4c5c(cc6c(c5C2(C=C1OC)O3)OCO6)CCN4C,pkc0002821
C/C=C1/COC(O)C23C(=O)OC(C[C@@H]12)C12NCC[C@]31C1=CC(O)C(O)C=C1N2C,pkc0002822
COC1C2(O)COC3=CC(=O)C=CC31C1=C(C2)C(O)C(O)(O)C(O)=C1,pkc0002823
C/C=C1\CN2CCc3c([nH]c4c(O)cccc34)[C@@H]2C[C@@H]1/C(=C\OC)C(=O)OC,pkc0002824
COc1ccc2c(-c3c4c5c(cc6c(c5c5cc(OC)c(O)cc35)OCO6)CCN4)c3c4c(cc5c(c4c2c1)OCO5)CCN3,pkc0002825
Cc1cc(=O)c2ccc(O)c(C)c2o1,pkc0002826
CC(=O)O[C@@H]1[C@H](C)[C@@H](C)O[C@]2(C(C)C3OC(=O)C2(C)C(O)(CC(=O)O)C3C)[C@@H]1C,pkc0002827
C/C=C(/C)C(=O)OC1CCC2CC3(O)OC(=O)C(C)C3(O)CC2(C)C1C,pkc0002828
CC(C)=CCC1CC2(CC=C(C)C)C(=O)C(C(=O)CC(C)C)=C(O)OC2=C(C(CC(=O)O)C2=CC=CC(O)C2O)C1(C)C,pkc0002829
O=C(/C=C/c1ccc(O)cc1)OC[C@H]1O[C@@H](Oc2cc(O)c3c(=O)cc(-c4ccc(O)cc4)oc3c2)[C@H](OC(=O)/C=C/c2ccc(O)cc2)C(O)=C1O,pkc0002830
O=C1c2c(O)cc(O)c(C3C(=O)C4=C(O)C=C(O)C(O)C4(O)OC3c3ccc(O)cc3)c2OC(c2ccc(O)c(O)c2)C1O,pkc0002831
COC1=CC2C[C@H]3c4c(ccc(OC)c4OC2C=C1OC)CCN3C,pkc0002832
CC(C)=CCC[C@@]1(C)C=Cc2c(c(CC=C(C)C)c3c(c2OP(=O)(O)O)C(=O)C2=C[C@@H]4CC5C(C)(C)O[C@@](C/C=C(\C)C(=O)O)(C4=O)[C@@]25O3)O1,pkc0002833
COc1c(/C=C\c2cc(OCc3ccccc3)c(OC)c(OC)c2Br)cc(C)cc1OCc1ccccc1,pkc0002834
CCC1CN2COCc3c([nH]c4cccc(OC)c34)C2CC1/C(=C\OC)C(=O)OC,pkc0002835
COC(=O)C1=CO[C@@H](C)[C@H]2CN3CCC4c5ccccc5NC4[C@@H]3C[C@H]12,pkc0002836
C=C(C)C(O)COc1ccc2c(c1OC)N=C1OC=CC13OC23OC,pkc0002837
COc1cc(O)c2c(c1)C(=O)c1cc(C)c(C)c(O)c1C2=O,pkc0002838
C=C(C(=O)[C@H](O)[C@@H](C)[C@H]1[C@@H](OC(C)=O)C[C@]2(C)[C@]1(C)CC[C@@]13C[C@@]14C=CC(=O)[C@@H](C)[C@@H]4CC[C@@]23O)C(C)C,pkc0002839
CC(C)=CC(=O)c1c(O)ccc2c1OC(=O)C1OC21,pkc0002840
COc1c(O)ccc2c1C(OC)N(C)C1=C2C=CC2(O)C1=CC1=C(OCO1)C2O,pkc0002841
COc1cc(CN)c([N+](=O)[O-])cc1OC,pkc0002842
COC(=O)C1C(OC(C)=O)CC(O)C2CN3CCc4c([nH]c5ccccc45)C3CC21,pkc0002843
O=C1O[C@@]23C[C@@H](C=CC24OC14)N1CCCC[C@@H]13,pkc0002844
COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4OC)cc3O2)cc1O,pkc0002845
COC1=CC2=C(C(O)C1(O)OC)[C@]13C[C@@H](OC)C=CC1=CC[N+]3([O-])C[C@@H]2OC,pkc0002846
COC(=O)C1C(N)OC(C)C2CN3CCc4c([nH]c5cc(OC)c(OC)cc45)C3=CC21,pkc0002847
COC(=O)C1=C2Nc3ccccc3[C@@]23CCN2C[C@]4(CC5C[C@]67CCO[C@H]6CC[NH+]([O-])[C@@H]7[C@@]6(CC=O)c7cccc(OC)c7N(C4)[C@@]56O)[C@@H]4OCC[C@]4(C1)[C@H]23,pkc0002848
O=C1c2c(OS(=O)(=O)O)cc(O)c(C3C(=O)c4c(O)cc(O)cc4OC3c3ccc(O)cc3)c2OC(c2ccc(O)c(O)c2)C1O,pkc0002849
CC(=O)OC(C)(C)/C=C/C(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(=COC(=O)C4(C)C)C3(C)C#CC12C,pkc0002850
C=C(C(=O)CC(C)C1CCC2(C)C3CCC4C(C)(C(=O)OC5OC(C)C(O)C(O)C5=O)C(O)CCC45CC35CCC12C)C(C)C,pkc0002851
COc1cc(CCN(C)C)c2ccc3c(C)c4c(c5c3c2c1OC5)OCO4,pkc0002852
Cc1coc(-c2ccc3c(C)cccc3c2C=O)c1C(=O)O,pkc0002853
O=P(O)(O)O[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,pkc0002854
CN1CC[C@]23C#C[C@H]4C(=CCO[C@H]5CC(=O)N(c6ccccc62)[C@H]3[C@H]54)C1,pkc0002855
C[C@@H]1CC2(NCCS2)[C@]2(O)OC3C[C@@]4(CO)C(CCC5C4CC[C@]4(C)C(C6=CC(=O)OC6)CC(O)[C@]54O)CC3OC2O1,pkc0002856
COC(=O)[C@@H]1OC=C2[C@@H](OC(C)=O)CC3[C@]4(C)CCC5C(C)(C)CCC[C@]5(C)C4C(O)[C@H](O)[C@]3(C)[C@H]21,pkc0002857
C[C@@H]1O[C@@H](O[C@@H]2C(O[C@H]3CC[C@@]4(C)C(CC[C@]5(C)C4CC=C4C6CC(C)(C)CC[C@]6(C(=O)O)C(O)C[C@]45C)C3(C)C)OC[C@@H](OC3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H]2O)[C@H](O)[C@H](O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O,pkc0002858
O=C1CC(c2ccc(O)cc2)Oc2c1c(O)cc(O)c2C1C(O)c2c(O)cc(O)cc2OC1c1ccc(O)cc1,pkc0002859
COc1ccc(C(=O)OC2CC3(C)C4CCC5(C)C(=CCC6(C(=O)O)CCC(C)(C)CC56)C4(C)CCC3C(C)(C)C2OC(=O)c2ccc(O)cc2)cc1,pkc0002860
C/C=C1/CN2CCc3c([nH]c4c(C)cccc34)[C@@](CO)(C(=O)OC)[C@H]1CC2,pkc0002861
CC(=O)OC/C=C(\C)C(=O)OC1C(=O)C(CO)=CC(OC(=O)CO)C1C(C)C,pkc0002862
CC1CC(O)C2(C)C(CCC(O)C2(C)O)C1(C)CC(=O)C1=COC2OC12,pkc0002863
C[C@@H]1O[C@@H](O[C@@H]2C(O[C@H]3CC[C@@]4(C)C(CC[C@]5(C)C4CC=C4C6CC(C)(C)CC[C@]6(C(=O)O)CC[C@]45C)C3(C)C)OC[C@@H](OC3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H]2O)[C@H](OP(=O)(O)O)[C@H](O[C@@H]2OC[C@@H](O)[C@@H](O)[C@@H]2O)[C@H]1O,pkc0002864
COc1c(O)cc(-c2oc3c(C)c(O)cc(O)c3c(=O)c2O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)cc1O,pkc0002865
C=C1[C@@H](O)C[C@H]2C(C)(C)C[C@H](O)C[C@]2(C)[C@H]1CC1C(C)=CCC2C(=O)C(OC)=CC(=O)C21c1oc2cc(O)cc(O)c2c(=O)c1C,pkc0002866
C=C1C([C@@](C)([C@H](CC(=O)O)OC(C)=O)[C@@H](CC(=O)OC)[C@](C)(O)CC(=O)OC)[C@@H](OC=O)[C@H](OC(=O)C(O)C(C)CC)[C@@]2(C)[C@H](c3ccoc3)CC(=O)[C@]12O,pkc0002867
CCC1CN2CCc3c([nH]c4c3C(OC)=CC(O)C4O)C2CC1/C(=C\OC)C(=O)OC,pkc0002868
CCC1C2OC(=O)C(C)C2C2(O)CC(C3OC(=O)C(C)C3O)N3CCCCC1C32O,pkc0002869
COc1c(O)c(OC)c(C(=O)C2CC=C(CCC=C(C)C)CC2C23C=CC=CC2O3)c(O)c1OC,pkc0002870
CC(=CC=C/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCC(O)C(C)(O)CO)CCC(O)C(C)(C)O,pkc0002871
COC(C)(C)CCc1cc(-c2oc3cc(O)c(CCC(C)(C)O)c(O)c3c(=O)c2O)ccc1O,pkc0002872
C[C@@H]1O[C@H](O[C@@H]2[C@@H](O)[C@H](OCCC(C=CC(=O)O)=CC(=O)O)O[C@H](CO)[C@H]2OC(=O)/C=C/c2ccc(O)c(O)c2)[C@H](O)[C@H](O)[C@H]1O,pkc0002873
CCC(C)C(=O)OC1=C(O)OC2=C(C(CC(=O)O)c3ccccc3)C(C)(C)C(CCC(C)(C)OC(=O)C(F)(F)F)CC2(CC=C(C)C)C1=O,pkc0002874
CC1=C2CN3CC[C@]45c6ccccc6N6C(=O)C[C@H](OC1)[C@@H]([C@H]64)[C@H]2C[C@H]35,pkc0002875
C=C1[C@@H](OC(C)=O)[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O)[C@@H]2CC[C@@]1(O)C3,pkc0002876
COc1ccc2c(c1)cc1c3c(cc4c(c32)OCO4)CCN1,pkc0002877
O=C(O)NS(=O)(=O)c1ccccc1,pkc0002878
O=S(=O)(O)O[C@@H]1[C@@H](O)C(O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)O[C@H](COC2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H]1O,pkc0002879
CC[C@H]1CN2CCc3cc(O)c(OC)cc3[C@@H]2C[C@@H]1CCOP(=O)(O)O,pkc0002880
CC[C@H]1CN2CC(O)c3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@@H]1NCCc2c1[nH]c1ccccc21,pkc0002881
CC(=O)OCC=O,pkc0002882
CCCCCC(O)CCCCC/C=C\CC[C@@H]1CCC[C@@H](C)N1,pkc0002883
CC[C@@H]1CN(C)[C@@H]2CC3=C(NC4=CC=CC5OC435)C(=O)C[C@H]1C2C(=O)OC,pkc0002884
O=c1c2cc3c(cc2c2c4c(ccn14)=CC(O)C2O)OCO3,pkc0002885
CC1(C)C=Cc2c(ccc3c2OC(=O)CC3)O1,pkc0002886
COc1cccc2c1OC1(O)C=C3C(=CC1(O)OC)CCN(C)C3Cc1cccc(c1)Oc1c(OC)c(OC)cc3c1C(C2)N(C)CC3,pkc0002887
COc1c(/C=C\c2cc(OCc3ccccc3)c(OC)c(OC)c2Br)cccc1OCC(=O)C=CC=CC=O,pkc0002888
O=C[C@H]1[C@H](C(=O)c2ccc(O)cc2O)[C@@H](c2ccc(O)cc2)O[C@H]1c1ccc(O)cc1,pkc0002889
CC(C)=CCc1c(O)cc2oc(C(=O)C=CC(O)=CC=O)c(O)c(=O)c2c1O,pkc0002890
C=C1[C@@H](O)C[C@@H]2[C@](C)(CCC[C@@]2(C)CO)[C@H]1CC1C(C)=CCC2C(=O)C(OC)=C(O)C(=O)C21c1cc(=O)c2c(O)cc(O)cc2o1,pkc0002891
CC1=CC2CC(C)C(CO)/C=C(\C)C(O)C(=O)C3OC3(C)CCC12,pkc0002892
COc1cc2c(cc1OC)C(Cc1ccc(OC3=CC4(C=CC3=O)CC3c5c(cc(OC)c(OC)c54)CCN3C)cc1)N(C)CC2O,pkc0002893
O=CC=CC=C(C(=O)O)C(=O)/C=C/c1ccccc1,pkc0002894
C/C=C1/CN[C@H]2CC3=C(NC4CC=CC=C34)C(=O)C[C@@H]1C2C(=O)OC,pkc0002895
COC1=CC=C2C3Cc4c(O)cc(OC)c5c4C2(CCN3C)C1O5,pkc0002896
CC[C@@]12CC(C(=O)OC)=C3Nc4ccc(O)cc4[C@@]34CCN(C[C@H]3O[C@H]31)C24,pkc0002897
O=C1c2c(O)cc(O)c(C3C(=O)c4c(O)cc(O)cc4OC3c3ccc(O)cc3)c2OC(C2=CC=C(O)C(O)C2O)C1O,pkc0002898
COC1=CC2=C(CC3c4c(cc5c(c42)OCO5)CCN3C)C(O)C1(O)OC,pkc0002899
C=C1[C@@H](O)C[C@H]2[C@](C)(C(=O)O)CCC[C@]2(C)[C@H]1CC1C(C)=CCC2C(=O)C(OC)=CC(=O)C21C1=CC(=O)C2C(=CC(O)=CC2(N)O)O1,pkc0002900
C/C=C1/CN2CC[C@@]34c5ccccc5N(C)C23C(OP(=O)(O)O)C[C@@H]1C4C(=O)OC,pkc0002901
CC[C@@]12CCCN3C=Cc4c(n(c5ccccc45)[C@H](O)C1)C32,pkc0002902
CC(=O)OC/C=C(\C)C(=O)OC1C(=O)C(CO)C(N)C(OC(C)=O)C1C(C)C,pkc0002903
CCC(C)C(O)C1=C(O)OC2=C(C(CC(=O)O)c3ccccc3)C(C)(C)C(CCC(C)(C)NC(C)=O)CC2(CC=C(C)C)C1=O,pkc0002904
COC1=C2Oc3ccc(cc3)C[C@@H]3c4c(cc(OC)c(OC)c4Oc4ccc(cc4)C[C@@H]4C2=C(CCN4C)C(O)C1(O)OC)CCN3C,pkc0002905
C=C1[C@@H](O)C[C@@H]2[C@](C)(CCC[C@@]2(C)CO)[C@H]1CC1C(C)=CCC2C(=O)C(OC)=CC(=O)C21c1cc(=O)c2c(o1)=CC(=O)CC=2O,pkc0002906
CC[C@H]1NC2C[C@H](c3ccccc3N(OC)C(=O)O)C3CC1C2CO3,pkc0002907
COC1=C(OCc2ccccc2)C=C(/C=C\c2cccc(OCc3ccccc3)c2OC)C2(Br)OC12OC,pkc0002908
C=C(C(=O)[C@H](OC(C)=O)[C@@H](C)[C@H]1[C@@H](OC(=O)CO)C[C@@]2(C)[C@@H]3C4OC4[C@H]4[C@H](C)C(=O)C=C[C@@]45C[C@@]35CC[C@]12C)[C@@H](C)CO,pkc0002909
CC1CC(O)C2(C)C(CCC(O)C2(C)O)C1(C)CC(=O)C1=COCC1,pkc0002910
COc1c(O)ccc2c1C(OC)N(C)c1c-2ccc2c1=CC1(O)OCOC1(O)C=2,pkc0002911
CC(=O)OC(C)(/C=C/C(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(=COC(=O)C4(C)C)C3(C)C(=O)CC12C)CO,pkc0002912
CCC(C)(C(=O)O)C(O)C1=C(O)OC2=C(C(CC(=O)O)c3ccccc3)C(C)(C)C(CCC(C)(C)OC(=O)C(F)(F)F)CC2(CC=C(C)C)C1=O,pkc0002913
COc1ccc2c(c1)C[C@H]1NCCC34C=C5OCOC5=C2C13O4,pkc0002914
CC(=O)O[C@H]1C[C@@H](OC(C)=O)C(C)(C)C2C[C@@H](OC(=O)CO)[C@]3(C)C(CC[C@@]4(C)[C@H](c5ccoc5)C(=O)[C@H]5O[C@]543)[C@]21C,pkc0002915
NOC1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1OS(=O)(=O)O,pkc0002916
CC1=C2CCC3C4C[C@@H]5O[C@@]6(CCC(C)CN6)[C@@H](C)[C@@H]5[C@@]4(C)CCC3[C@@]2(C)CCC1=O,pkc0002917
OC[C@@H]1O[C@H](Oc2cc(O)cc3[o+]c(C45C=C(O)C(O)=CC4O5)c(O[C@H]4O[C@@H](CO)[C@H](CO)[C@@H](O)[C@@H]4O)cc23)[C@@H](O)[C@H](O)[C@H]1O,pkc0002918
OC1=C2C(=CC(O)(O)C1O)C1c3c(cc(O)cc3C3C(c4ccc(O)cc4)c4c(O)cc(O)cc4C3C2c2ccc(O)cc2)OC1c1ccc(O)cc1,pkc0002919
COc1cc2c(cc1O)Oc1c(OC)ccc3c1[C@H](C2)N(C)CC3,pkc0002920
COC(=O)C1=CO[C@@H](C)[C@H]2CN3CC[C@]4(C(=O)NC5=CC=CC6OC564)[C@@H]3C[C@H]12,pkc0002921
CC[C@H]1CN2CCC3=C(O)C(O)(OC)C(O)(OC)C=C3[C@@H]2C[C@@H]1C[C@@H]1NCCc2c1[nH]c1ccccc21,pkc0002922
C/C=C1/C(=O)O[C@]23C=C[C@@H]4C(C(=O)OC)CO[C@H](OC12)[C@@H]43,pkc0002923
C=C(C(=O)[C@H](OC(C)=O)[C@@H](C)[C@H]1[C@@H](OC(O)CC(=O)O)C[C@@]2(C)[C@@H]3CC[C@H]4[C@H](C)C(=O)C=C[C@@]45C[C@@]35CC[C@]12C)C(C)C,pkc0002924
O=C(O)C=C(O)C(=C1OC(c2ccc(O)cc2)C(O)C(=O)C1=O)C1C(=O)c2c(O)cc(O)cc2OC1c1ccc(O)cc1,pkc0002925
COc1c2c(cc3c1C(=O)C(c1ccc(O)cc1)C(O)O3)OCO2,pkc0002926
O=C1C=C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C2OC(c3ccc(O)cc3)=CC(=O)C12,pkc0002927
CC(=O)O[C@@H](C[C@@H](C)C1=C2CC(O)C3[C@](C)(CCC4(O)C(C)(C)C(=O)CC[C@]34C)[C@@]2(C)CC1)[C@H]1OC1(C)C,pkc0002928
COC1=CCC([C@@H]2Oc3cc4c(c(O)c3[C@H]2C(=O)c2ccc(O)cc2O)C(=O)C[C@@H](c2ccc(O)cc2)O4)C=C1,pkc0002929
OC1=CC(O)=C2C(c3ccc(O)cc3)C3c4cc(O)cc5c4C(c4cc(O)cc(O)c4C(c4ccc(O)cc4)C3C2(O)C1O)C(c1ccc(O)cc1)O5,pkc0002930
CC1=C(C)C2=C(CC1)CC[C@]1(C)C2=CCC2[C@@]3(C)CC[C@H](O)C(C)(C)C3C(O)C[C@]21C,pkc0002931
CN1C(c2ccc3c(c2)OCO3)=CC(=O)C2(O)C1=CC=CC2O,pkc0002932
COC(=O)C1=COC(OC2OC(CO)C(O)=C(O)C2O)C2C(O)CN3CCc4c([nH]c5ccccc45)[C@@H]3CC12,pkc0002933
COC1=C(O)C=C(c2oc3cc(O)cc(O)c3c(=O)c2O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)CC1O,pkc0002934
COc1ccc2c3c1OC1=CC4=C(OCO4)C(O)C1(O)C[C@@H]3N(C)CC2,pkc0002935
CCCCCCCCCCCCO[C@@H]1O[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)[C@H](OC(C)=O)[C@@H](O[C@@H]3O[C@@H](C)[C@H](OC(C)=O)[C@@H](O[C@@H]4O[C@@H](C)[C@H](OC(C)=O)[C@@H](O)[C@H]4O)[C@H]3OC(C)=O)[C@H]2O)C(=O)[C@H]1O,pkc0002936
C[C@H]1[C@H]2[C@@H](O[C@]13CC[C@@H](C)CO3)[C@@H](O)[C@H]1[C@@H]3CC[C@H]4C[C@@H](O[C@@H]5O[C@H](CO)[C@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O[C@@H]7OC[C@@H](O)[C@H](OS(=O)(=O)O)[C@H]7O)[C@H]6O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)C[C@]4(C)[C@H]3CC[C@@]12C,pkc0002937
CCC(C)C(=O)C1C(=O)C2(CC=C(C)C)CC(CCC(C)(C)NC(C)=O)C(C)(C)C(C(CC(=O)O)c3ccccc3)=C2OC1O,pkc0002938
C=C1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4CCC5C[C@@H](O)C[C@@H](O)[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,pkc0002939
C[N+]1=C2c3c(c[nH]c3C(=O)C(N)C2O)CC1,pkc0002940
OC12OCOC1=CC1=C3[C@H](Cc4ccc5c(c4C32O)OCO5)NCC1,pkc0002941
C=C(C)C1CCC2(C(=O)O)CC(O)C3(C)C(CCC4C5(C)CCC(OC(=O)/C=C/c6ccc(O)c(O)c6)C(C)(C)C5CCC43C)C12,pkc0002942
COC1=C(O)C2OC2c2c1ccc1cc(OC)c(O)c(OC)c21,pkc0002943
CC1C(=O)OC2CC34[C@H]5C[C@@H](C(C)(C)C)[C@@]36C(OC(=O)[C@@H]6OP(=O)(O)O)O[C@@]4(C(=O)O5)[C@]21O,pkc0002944
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4(O)CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,pkc0002945
CNC1CC(CO)C2C(C=O)c3cccc(=O)n3CC12,pkc0002946
CC(C)(C)[C@]1(O)CC2OC(=O)C[C@@]23C(=O)O[C@H](O)[C@]31[C@H](O)C(=O)O,pkc0002947
COc1cc2c(cc1O)C(Cc1ccc(O)cc1)NC=C2,pkc0002948
CC(C=CC(=O)C(=O)O)=CC=O,pkc0002949
CC[C@@]12CC(C(=O)OC)=C3NC(=CC4=C(C=O)[C@@H]5[C@H](O4)[C@@H](O)[C@@]4(CC)CC(C(=O)OC)=C6Nc7c(cc(O)c(OC)c7OC)C67CCN5[C@H]74)C(=O)C34CCN(C[C@H]3O[C@H]31)[C@H]42,pkc0002950
COC(=O)C1=CC(O)C23OC1CC2(C)C(O)C[C@H](C(C)C)O3,pkc0002951
C=CC/C(=N\OS(=O)(=O)O)S[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1OP(=O)(O)O,pkc0002952
CCC(C)C(=O)C1C(=O)C2(CC=C(C)C)CC(CCC(C)(C)NC(C)=O)C(C)(C)C(C(CC(=O)O)c3ccccc3)=C2OC1(N)O,pkc0002953
C=C(C(=O)[C@H](O)[C@@H](C)[C@H]1[C@@H](OC(C)=O)C[C@@]2(C)[C@@H]3CC(O)[C@H]4[C@H](C)C(=O)C=C[C@@]45C[C@@]35CC[C@]12C)C(C)C,pkc0002954
CN(C)c1ccc(NNc2ccc(S(=O)(=O)Cl)cc2)cc1,pkc0002955
COc1cc2c(cc1OC)[C@H]1Cc3c(C)cc(OC)c(OC)c3CN1CC2,pkc0002956
C/C=C1/CN2C3C[C@@H]1C(C(=O)OC)[C@@]14C[C@@H]2O[C@@]31Nc1cc(O)ccc14,pkc0002957
CC[C@H]1CN2CCc3c(O)c(OC)c(OC)c(C)c3[C@@H]2C[C@@H]1C[C@H]1NCCc2c1[nH]c1ccccc21,pkc0002958
C=C(C)C(CC=C(C)C)Cc1c(O)cc(OC)c2c1OC(c1ccc(O)cc1OS(=O)(=O)O)CC2=O,pkc0002959
COC(C(=O)O)=c1oc2ccccc2c1=C(C(=O)O)c1c(O)c(O)c(OC)c2oc3ccccc3c12,pkc0002960
CC[C@@]12C=CC[N+]3=C1[C@]1(CC3)C(=C(C(=O)OC)C2)Nc2ccccc21,pkc0002961
CC(C)=CCC(O)C1=CC(=O)c2c(O)ccc(O)c2C1=O,pkc0002962
CCN1CC2(COC(=O)c3ccccc3N)CCC(OC)C34C5CC6C(OC)CC(OC)(C5C6OC)C(O)(C(OC)C23)C14,pkc0002963
CCN1CC2(COC(=O)c3ccccc3N)CCC(OC)C34C5CC6C(OC)CC(O)(C5C6OC)C(O)(C13)C(OC)C24O,pkc0002964
C/C=C1/CN(C)C[C@H]2Cc3c([nH]c4cc(O)ccc34)C(=O)C[C@@H]12,pkc0002965
COC(=O)C(O)[C@H]1C(C)(C)C(=O)[C@H]2CC3C4=CC(=O)O[C@@H](c5ccoc5)[C@]4(C)C(O)CC3[C@@]1(C)C2=O,pkc0002966
CC1CC[C@]2(NC1)O[C@H]1CC3C4CCC5(O)CC(=O)C=C[C@]5(C)C4CC[C@]3(C)[C@H]1[C@@H]2C,pkc0002967
C=C(C)C(O)COC1CC=c2c(OC)c3ccoc3nc2=C1OC,pkc0002968
COc1cc(O)c2c(c1)C(=O)C1=CC(C)=CC3(O)OC13C2=O,pkc0002969
COC(=O)C1C(O)OC(OC2OC(CO)C(O)C(O)C2O)C2C(O)CN3CCc4c([nH]c5ccccc45)[C@@H]3CC12,pkc0002970
CC(=O)O[C@H](CC1=CCC(=O)OC1(C)C)C1(C)C=CC[C@@]2(C)[C@H](c3ccoc3)OC(=O)[C@@H](O)[C@]12O,pkc0002971
CN1C2CCC1CC(OC(=O)C(CO)C1=CCCC=C1)C2,pkc0002972
COc1c2c(cc3occ(-c4ccc(OP(=O)(O)O)cc4)c(=O)c13)OCO2,pkc0002973
CC(=O)OC(C)(C)/C=C/C(=O)[C@](C)(O)[C@H]1[C@H](O)C[C@@]2(C)C3C(O)C=C4C(CC(=O)C(O)C4(C)C)[C@]3(C)C(=O)C[C@]12C,pkc0002974
O=C1C=C(c2ccc(O)cc2)OC23OC2C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)=CC(O)=C13,pkc0002975
C/C=C1/CNCC[C@@H]1[C@](CO)(C(=O)OC)c1[nH]c2ccccc2c1CC=O,pkc0002976
C=Cc1cc(O)cc(O)c1,pkc0002977
COc1ccc([C@@H]2Oc3cc4c(c(O)c3[C@@H]2C(=O)c2ccc(O)cc2OC)C(=O)C[C@@H](c2ccc(O)cc2)O4)cc1,pkc0002978
CN1C2CCC1CC(OC(=O)C(CO)=C1C=CC=CC1)C2,pkc0002979
CC1(O)C=CC(C(=O)O)=CC1O,pkc0002980
CCC1CC2CC3(C(=O)OC)c4[nH]c5c(c4CCN(C2OC)C13)C(O)C(O)C=C5,pkc0002981
O=C1CCCCNC[C@@H]2C[C@H]1Cn1c2cccc1=O,pkc0002982
COc1cc(CC(COC(C)=O)C(COC(=O)/C=C/c2cc(OC)c(O)cc2O)Cc2ccc(O)c(OC)c2)ccc1O,pkc0002983
CN1C2CCC1CC(OC(O)C(CO)(C(=O)O)c1ccccc1)C2,pkc0002984
COc1ccc([C@@H]2Oc3cc4c(c(OC)c3[C@H]2C(=O)c2ccc(O)cc2O)C(=O)C[C@@H](c2ccc(O)cc2)O4)cc1,pkc0002985
COC(=O)C1=CC(O)C23OC1CC2(C)CC[C@H](C(C)(C)O)O3,pkc0002986
O=C1O[C@@]23C[C@@H](C=CC2=C1O)N1CCCC[C@@H]13,pkc0002987
