id,smiles
http://www.wikidata.org/entity/Q7094502,COc1ccc(-c2coc3cc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)ccc3c2=O)cc1
http://www.wikidata.org/entity/Q105015439,C=C1CC[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1COC(C)=O
http://www.wikidata.org/entity/Q6172526,COc1ccc2[nH]cc(CC(=O)O)c2c1
http://www.wikidata.org/entity/Q105329184,CC(=O)OC[C@]1(C)[C@@H]2CC[C@]3(C)[C@H](CC=C4[C@@H]5CC(C)(C)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@]5(COC(C)=O)[C@H](O)C[C@]43C)[C@@]2(C)CC[C@@H]1OC(C)=O
http://www.wikidata.org/entity/Q115952430,CC(=O)C1(O)CCC2(O)C3CC=C4CC(O)CCC4(C)C3CC(O)C12C
http://www.wikidata.org/entity/Q82632495,CC=C(C)CC(=O)OC
http://www.wikidata.org/entity/Q105383782,COc1cc(/C=C/C(=O)OC[C@@H]2O[C@@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)c(OC)c(O)c4c3=O)[C@@H](O)[C@@H](O)[C@@H]2O)ccc1O
http://www.wikidata.org/entity/Q105380980,C[C@@H]([C@H]1CC[C@H]2[C@@H]3[C@@H]4O[C@@H]4[C@@]4(CCC(=O)O4)[C@H]4C[C@@]34[C@@H](O)C(=O)[C@]12C)[C@H]1C[C@@]2(C)O[C@@](C)(O1)OC2(C)C
http://www.wikidata.org/entity/Q104945766,COC1(C)CCC(C(C)C)C2C=C(C)C(=O)CC21
http://www.wikidata.org/entity/Q104937199,CC1CCC2(OC1)OC1CC3C4CCC5CC(OC6OC(CO)C(OC7OC(CO)C(O)C(OC8OCC(O)C(O)C8O)C7OC7OC(CO)C(O)C(O)C7O)C(O)C6O)CCC5(C)C4CCC3(C)C1C2C
http://www.wikidata.org/entity/Q105116551,COC(=O)[C@]1([C@@H]2CCC(=O)O2)CC(=O)c2c(O)cc(C)c(-c3c(C)cc(O)c4c3O[C@@](C(=O)OC)([C@@H](O)CCC(=O)O)CC4=O)c2O1
http://www.wikidata.org/entity/Q83014959,C=C(C)c1cc2cc3ccc(=O)oc3cc2o1
http://www.wikidata.org/entity/Q82919381,CC(C)C(O)(C(=O)OCC1=CC[N+]2([O-])CCC(O)C12)C(C)O
http://www.wikidata.org/entity/Q105137814,COC(=O)[C@H]1CCC(=O)N1Cc1cc(OC)c2c(OC)cc3cc(OCc4ccccc4)ccc3c2c1
http://www.wikidata.org/entity/Q105264328,COc1ccc(/C=C/C(=O)NCCCCNC(=N)NCC=C(C)C)cc1OC
http://www.wikidata.org/entity/Q11751619,CC(N)C(=O)CCCCCC(=O)O
http://www.wikidata.org/entity/Q27139246,CCCCCCCC(=O)O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O
http://www.wikidata.org/entity/Q105345211,CC(=O)O[C@H]1C[C@H]2[C@@](C)(CO)CCC[C@@]2(C)[C@@H]2CC[C@@H]3C[C@]12C=C3CO
http://www.wikidata.org/entity/Q104394107,C/C=C(/C=O)[C@H]1C[C@H](OC)n2c3c(c4ccccc42)CCN(C)[C@H]3C1
http://www.wikidata.org/entity/Q105268147,CC(C)[C@](C)(O)C(=O)OCC1=CCN2CC[C@@H](O)[C@@H]12
http://www.wikidata.org/entity/Q104936318,CCC(=O)CCCCC[C@@H]1NC(=O)[C@H]2CCCCN2C(=O)[C@@H]([C@@H](C)CC)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC1=O
http://www.wikidata.org/entity/Q110184501,C[C@H]1CC[C@@H]2C[C@@H]1C2(C)C
http://www.wikidata.org/entity/Q105144607,CC1(C)[C@@H](NC(=O)c2ccccc2)CC=C2CC3=CC[C@]4(C)C(=O)CC[C@@]4(C)[C@@H]3CC[C@H]21
http://www.wikidata.org/entity/Q105262576,CC(=O)O[C@@H]1[C@@H](O)[C@@H](O)[C@H](Oc2cc(O)cc(O)c2C(=O)c2cc(O)cc(O)c2)O[C@H]1C
http://www.wikidata.org/entity/Q105020200,CC(C)=CCC/C(C)=C/Cc1c(O)cc2cc3c(c(O)c2c1O)C(=O)C[C@](C)(O)C3
http://www.wikidata.org/entity/Q105298802,CC[C@@H](C)C(=O)Oc1ccc(OC)cc1[C@@H]1O[C@@H]1C
http://www.wikidata.org/entity/Q105146440,COc1cc(-c2cc(=O)c3c(O)c(OC)c(O)c(OC)c3o2)c(O)cc1O
http://www.wikidata.org/entity/Q77490497,O=C(O)c1c(O)cc2c(c1O)[C@@H](O)O[C@@H](CCCCCCCO)C2
http://www.wikidata.org/entity/Q105242891,N=C1NC(=CCCNC(=O)c2cc(Br)c(Br)[nH]2)C(=NCCS(=O)(=O)O)N1
http://www.wikidata.org/entity/Q105007078,COc1cc2ccc(=O)oc2c(OC)c1OC/C=C(\C)CCC=C(C)C
http://www.wikidata.org/entity/Q105210484,CCOO[C@H](C)OO
http://www.wikidata.org/entity/Q104995407,Cc1cc(O)c2c(c1)C(=O)[C@@]13Oc4c5c(c(O)c6c(O)cc(C)cc46)C(=O)C[C@H](O)[C@H]5[C@@H]1[C@@H](O)CC(O)=C3C2=O
http://www.wikidata.org/entity/Q104989040,C/C(=C\CCC12COC3(O)CC1CC2[C@@H]3C)C(N)=O
http://www.wikidata.org/entity/Q105260789,O=C1Oc2ccc(cc2)[C@H](O)CNc2cc1ccc2O
http://www.wikidata.org/entity/Q105168589,CC(=O)Oc1cc(OC(C)=O)c2c(c1)O[C@H](c1cc(OC(C)=O)c(OC(C)=O)c(OC(C)=O)c1)[C@H](OC(=O)c1cc(OC(C)=O)c(OC(C)=O)c(OC(C)=O)c1)[C@H]2c1c(OC(C)=O)cc(OC(C)=O)c2c1O[C@H](c1cc(OC(C)=O)c(OC(C)=O)c(OC(C)=O)c1)[C@H](OC(=O)c1cc(OC(C)=O)c(OC(C)=O)c(OC(C)=O)c1)C2
http://www.wikidata.org/entity/Q105005178,CC(C)COC(=S)SCCSC(=S)OCC(C)C
http://www.wikidata.org/entity/Q104966818,CO[C@@H](C(=O)O)[C@H](NC(=O)c1ccc(NC(=O)c2ccc([N+](=O)[O-])cc2)cc1)C(=O)Nc1ccc(C(=O)Nc2ccc(C(=O)Nc3ccc(C(=O)O)cc3OC(C)C)c(O)c2OC(C)C)cc1
http://www.wikidata.org/entity/Q105169498,COc1cc(/C=C/COC(=O)CCCCCCC(C)C)ccc1O
http://www.wikidata.org/entity/Q104947320,CC(=O)O[C@@H]1C[C@H]2C3=CC[C@H]4C[C@@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)CC[C@]4(C)C3=CC[C@]2(C)[C@H]1[C@H]1[C@H]2O[C@H](C)[C@](O)(C(C)C)[C@H]2O[C@@H]1O
http://www.wikidata.org/entity/Q105190154,C/C1=C\C[C@]2(C)CC[C@H](C(C)(C)O)[C@H]2CC/C(C)=C/CC1
http://www.wikidata.org/entity/Q77563040,C/C=C(\C)[C@H]1O[C@@]2(C[C@@H]3C[C@@H](C/C=C(\C)C[C@@H](C)/C=C/C=C4\CO[C@@H]5[C@H](O)C(C)=C[C@@H](C(=O)O3)[C@]45O)O2)C[C@H](O)[C@@H]1C
http://www.wikidata.org/entity/Q105213512,C/C=C(/C)C(=O)O[C@H]1[C@H](OC(=O)c2ccccc2)C(C)(C)C[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O[C@@H]7OC[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)C[C@@H](O)[C@]21CO
http://www.wikidata.org/entity/Q105020507,CC1=C(C)C(=O)O[C@@H]([C@]2(C)OC(=O)[C@]34CC[C@H]5[C@@H](C[C@H]6O[C@@]67[C@@H](O)C=CC(=O)[C@]57C)[C@@H]3CC[C@H]24)C1
http://www.wikidata.org/entity/Q110187763,CO/N=C\C=C/C(=O)N/C=C/CC1CC(=O)OC(CO)/C=C/C(O)/C(C)=C\Cc2cccc(O)c2C(=O)O1
http://www.wikidata.org/entity/Q110169396,C=CC(C)(C)c1c(C)c(CC=C(C)C)c2oc3cccc(CO)c3c(=O)c2c1O
http://www.wikidata.org/entity/Q110170809,C=C1[C@@]2(C)C[C@H]3[C@]4(C)C=CC(=O)OC(C)(C)[C@H]4CC[C@]3(C)[C@@]13C(=O)O[C@H](C)[C@@]3(O)C2
http://www.wikidata.org/entity/Q105158600,CC1=CC[C@@H]2C(C)(C)C[C@H](O)C[C@]2(C)[C@@H]1CC[C@@H](C)CC(=O)O
http://www.wikidata.org/entity/Q105178893,COc1cc2c(cc1OC)[C@]13C[C@@H](OC)C=CC1=CCN3C(=O)C2
http://www.wikidata.org/entity/Q83070725,COc1cc2cc[n+](C)c3c2c(c1O)-c1cc2c(cc1C3=O)OCO2
