id,smiles
http://www.wikidata.org/entity/Q104977534,CC(C)[C@H](NC(=O)[C@H](N)Cc1ccccc1)C(=O)N[C@@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)O)C(C)C
http://www.wikidata.org/entity/Q104939311,CC(C)=CCc1c2c(c(O)c3c(=O)c4c(O)ccc(O)c4oc13)C[C@@H](C(C)(C)O)O2
http://www.wikidata.org/entity/Q75053088,CC(C)(O)/C=C/c1cc(O)ccc1O
http://www.wikidata.org/entity/Q104920063,CC(=O)OC1CC(O)C2(C)C3C(OCC13C)C(OC(=O)c1ccccc1)C1(C)C3=C(C)C(c4ccoc4)CC3OC(=O)CC12
http://www.wikidata.org/entity/Q105165041,C=C1C[C@H]2OC(=O)C(=C)[C@H]2C[C@@H]2[C@@H]1CC[C@@]2(C)O[C@@H]1OC[C@H](O)[C@H](O)[C@H]1O
http://www.wikidata.org/entity/Q105368957,C=C(C)[C@H]1COc2c(C)cc3oc4c(CC(=O)C(C)C)ccc(O)c4c(=O)c3c2[C@H]1O
http://www.wikidata.org/entity/Q105157125,CC1=CC(=O)CC(C)(C)[C@H]1/C=C/[C@@H](C)O[C@@H]1O[C@H](CO[C@@H]2CC[C@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O
http://www.wikidata.org/entity/Q105169974,O=C1c2c(O)cc(O)cc2O[C@H](c2ccc(O)cc2O)[C@@H]1[C@@H]1C(=O)c2c(O)cc(O)cc2O[C@@H]1c1ccc(O)cc1O
http://www.wikidata.org/entity/Q104166834,C=CC1(C)C=C2C(=O)C3(O)OCC4(CCCC(C)(C)C34O)C2(O)C(O)C1
http://www.wikidata.org/entity/Q104917842,COc1c(C)c(OC(C)=O)cc2c1C(=O)[C@@H](OC(C)=O)[C@H](c1ccc(OC(C)=O)cc1)O2
http://www.wikidata.org/entity/Q104973238,C[C@@H]1O[C@@H](CO[C@@H]2[C@@H](O)[C@H](OCCc3ccc(O)c(O)c3)O[C@H](CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H]2OC(=O)/C=C/c2ccc(O)c(O)c2)[C@H](O)[C@H](O)[C@H]1O
http://www.wikidata.org/entity/Q104402029,CC1CC2OC34CCCC(C15CC(c1ccoc1)OC5=O)C23COC4=O
http://www.wikidata.org/entity/Q27255621,C/C=C(/C)C(=O)O[C@H]1c2cc(OC)c(OC)c(OC)c2-c2c(cc3c(c2OC)OCO3)C[C@H](C)[C@@H]1C
http://www.wikidata.org/entity/Q105176081,O=C1C(=C(C(=C2Oc3cc(O)ccc3C2=O)c2ccc(O)c(O)c2)c2ccc(O)c(O)c2)Oc2cc(O)ccc21
http://www.wikidata.org/entity/Q104399168,COc1cc([C@H]2OC(=O)[C@H]3[C@@H]2CO[C@@H]3c2ccc(O)c(OC)c2)ccc1O
http://www.wikidata.org/entity/Q104916410,C[C@@H]1O[C@@H](O[C@@H]2CC(c3cc4c(-c5ccc(O)cc5)c(=O)oc5c4c(c3O)C(=O)C3=C5[C@@]4(O[C@H]5CC[C@H](O)[C@@H](C)O5)C(=O)C[C@](C)(O)C[C@@]4(O)C=C3)O[C@H](C)[C@H]2O)CC[C@@H]1O[C@H]1C[C@@H](O)[C@H](O)[C@@H](C)O1
http://www.wikidata.org/entity/Q77489790,CC(C)[C@H]1C(=O)N[C@@H](C[C@]23C[C@H]4C(=C[C@H]2N(C=O)c2ccccc23)CC[C@H]2C(C)(C)CCC[C@]42C)C(=O)N1C
http://www.wikidata.org/entity/Q104944721,O=C(O)CC(=O)OC[C@@H]1O[C@@H](Oc2cc(O)cc3[o+]c(-c4cc(O)c(O)c(O)c4)c(O[C@@H]4O[C@H](COC(=O)C=Cc5ccc(O)c(O)c5)[C@@H](O)[C@@H](O)[C@H]4O)cc23)[C@@H](O)[C@@H](O)[C@@H]1O
http://www.wikidata.org/entity/Q104995711,CCCCCCCCCCCCCCC/C(O)=C(\O)C(=O)OO
http://www.wikidata.org/entity/Q105151957,CCC/C=C\O
http://www.wikidata.org/entity/Q105133857,C/C=C(\CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@@H](C=O)[C@]4(O)C[C@@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C
http://www.wikidata.org/entity/Q104400359,C/C(=C/Cc1c(O)cc2oc(C)cc(=O)c2c1O)CO
http://www.wikidata.org/entity/Q105279590,C=C[C@@](C)(O)C[C@@H](O)/C=C(\C)CC[C@@H](O)C(=C)C
http://www.wikidata.org/entity/Q105165266,C=C[C@]1(C)C[C@@H](OC(=O)/C(=C/C)OC(C)=O)[C@H]2C(=C)C(=O)O[C@@H]2C[C@@H](C)C1=O
http://www.wikidata.org/entity/Q105174685,C=C[C@@]1(C)CC[C@H]2C(=CC[C@H]3[C@]2(C)CCC[C@@]3(C)C(=O)O)C1
http://www.wikidata.org/entity/Q105181989,O=C1C=C[C@H](O)[C@H]2O[C@@]12C#C[C@H]1CO1
http://www.wikidata.org/entity/Q105184818,CCCCC[C@H](O)/C=C/C1=C(C/C=C\CCCC(=O)OC)C(=O)CC1
http://www.wikidata.org/entity/Q104253733,CC1CC[C@@H]2[C@@H]1[C@@H]1[C@@H](CC[C@]2(C)O)C1(C)C
http://www.wikidata.org/entity/Q104995975,COc1c(/C=C/Cc2ccccc2)ccc(O)c1O
http://www.wikidata.org/entity/Q105373764,C[C@@H]1N[C@@H](CO)[C@@H](O)[C@H](O)[C@H]1O
http://www.wikidata.org/entity/Q27270907,CC1(C)[C@@H]2CC[C@@]1(C)[C@H](OC=O)C2
http://www.wikidata.org/entity/Q77489935,CC(=O)CN1Cc2c(cc(O)c3c2O[C@]2(C3)[C@H](C)CC[C@H]3C(C)(C)[C@H](O)CC[C@@]32C)C1=O
http://www.wikidata.org/entity/Q105142585,CC[C@H](O)/C=C/C=C/C=C/C(=O)CCCCCCCC(=O)O
http://www.wikidata.org/entity/Q27262620,CC(C)OC(=O)c1cc(O)c(O)c(O)c1
http://www.wikidata.org/entity/Q105009606,COC(=O)[C@]1(C)CCC[C@]2(C)[C@H]3CC=C(C(C)C)[C@@H]4O[C@]34CC[C@@H]21
http://www.wikidata.org/entity/Q105154767,COC(=O)[C@@]1(C)CC[C@]2(C(=O)O[C@@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6OC[C@H](O)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1
http://www.wikidata.org/entity/Q82826044,C[C@H]1[C@@H]2CC[C@@H](C2)C1(C)C
http://www.wikidata.org/entity/Q103817131,COC(=O)c1c(C)cc(OC(=O)c2c(C)cc(O)cc2O)c(CC=C(C)C)c1O
http://www.wikidata.org/entity/Q104198236,CCCCCC=Cc1c(CC=C(C)C)ccc(O)c1CO
http://www.wikidata.org/entity/Q77484145,O=C1C[C@](O)(c2ccccc2)[C@@H](c2cc(O)cc(=O)o2)c2cccc(O)c21
http://www.wikidata.org/entity/Q76546163,O=C(Oc1cc(O)c2c(c1)O[C@H](c1cc(O)c(O)c(O)c1)[C@H](O)C2)c1cc(O)c(O)c(O)c1
http://www.wikidata.org/entity/Q105371371,CC1=CC(=O)C2=C(C)C=CC3C(C)C(=O)OC3C12
http://www.wikidata.org/entity/Q105215590,COc1c(C)c(O)c2c(=O)cc(-c3cc(O)c4c(c3)C=CC(C)(C)O4)oc2c1C
http://www.wikidata.org/entity/Q105310930,C[C@@H]1O[C@H](O[C@H]2[C@H](OC[C@H]3O[C@@H](Oc4c(-c5ccc(O)cc5)oc5cc(O)cc(O)c5c4=O)[C@H](O)[C@@H](O)[C@@H]3O)O[C@@H](C)[C@H](O)[C@H]2O)[C@H](O)[C@H](O)[C@H]1O
http://www.wikidata.org/entity/Q105124190,C/C1=C\CC[C@]2(C)O[C@@H]2[C@H](O)[C@H](C(C)C)[C@H](OC(=O)/C=C/c2ccccc2)C1
http://www.wikidata.org/entity/Q105122133,Cc1coc2c1[C@@H](OC(=O)CC(C)C)[C@]1(C)[C@@H](C)[C@@H](O)C[C@H]3O[C@]31C2
http://www.wikidata.org/entity/Q105250728,COc1cc2c(c(OC)c1OC)-c1c(cc3c(c1O)OCO3)[C@@H](OC(C)=O)[C@H](C)[C@@H](C)C2
http://www.wikidata.org/entity/Q110170870,CCc1cc(O)cc(Oc2cc(C)cc(O)c2)c1
http://www.wikidata.org/entity/Q105189592,COc1cc([C@H]2OC[C@]3(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H](c4cc(OC)c(O)c(OC)c4)OC[C@H]23)cc(OC)c1O
http://www.wikidata.org/entity/Q104987530,C=C(C)[C@H]1Cc2oc(cc2C(=O)OC)[C@H](C(=C)C)[C@H]2C=C(C(=O)O2)C(OC(=O)CCCCCCCCCCCCCCC)C1
http://www.wikidata.org/entity/Q77518681,CO[C@H]1[C@@H](OC(=O)/C(C)=C\C(=O)/C=C/C(C)O)[C@H](O)[C@H](OC[C@@]23C[C@@H]4[C@H](C)CC[C@H]4[C@@]4(C=O)C[C@@H]2C=C(C(C)C)[C@@]34C(=O)O)O[C@@H]1C
http://www.wikidata.org/entity/Q6111106,Cc1cc(=O)c2c(O)cc(O)c([C@H]3CCN(C)C[C@H]3O)c2o1
http://www.wikidata.org/entity/Q104960204,O=C(/C=C/c1ccc(O)cc1)O[C@H]1[C@H]2C=CO[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H]2[C@](O)(CO)[C@@H]1O
http://www.wikidata.org/entity/Q105145816,C/C=C(\C)C(=O)OC[C@@]12[C@@H](O)C[C@@H]3C(=CC[C@@H]4[C@@]5(C)CC[C@H](OC[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]6O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]1CC(C)(C)[C@@H](OC(=O)/C(C)=C/C)[C@@H]2O
http://www.wikidata.org/entity/Q105300895,CC1(C)CC[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@]2(OO)C1
http://www.wikidata.org/entity/Q105190019,C=C(C)CCC[C@](C)(OC(C)=O)[C@H]1[C@@H]2C[C@@]3(C)C4=CC[C@H]5C(C)(C)[C@@H](O[C@@H]6O[C@H](CO)[C@@H](O[C@@H]7O[C@H](COS(=O)(=O)O)[C@@H](O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)CC[C@]5(C)[C@H]4CC[C@]13C(=O)O2
http://www.wikidata.org/entity/Q104965554,CC(C)=CC[C@]12C[C@H]3C[C@@H]4C(C)(C)[C@@H](C(C)(C)O)C[C@@]4(C1=O)C(=O)[C@](C(=O)c1ccccc1)(C2=O)C3(C)C
http://www.wikidata.org/entity/Q105270513,COC1(c2cc(O)ccc2O)C=C(CC/C=C(/C)CO)C(=O)O1
http://www.wikidata.org/entity/Q105236746,COc1c(O)cccc1-c1coc2cc(O)c(O)c(OC)c2c1=O
http://www.wikidata.org/entity/Q104246752,CCC(C)C(OC(=O)C(O)C(C)(C)O)C(=O)OC(/C=C/C=C/C=C/C(=O)O)C1(C)CO1
http://www.wikidata.org/entity/Q105367388,CC(=O)Oc1cc(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)c(OC(C)=O)c(OC(C)=O)c1
http://www.wikidata.org/entity/Q77504669,CC=C[C@H]1CC2=C(CO1)C(=O)[C@@](C)(OC(C)=O)[C@H](OC(=O)c1c(C)cc(OC)cc1O)C2
http://www.wikidata.org/entity/Q105140774,COc1cc2c(cc1[C@@H]1CC(=O)c3c(O)c(C)c4c(c3O1)C=CC(C)(C)O4)C=CC(C)(C)O2
